,threshold,accuracy_baseline,percentage_predicted_baseline,avg_lvl_prediction_baseline,accuracy_hierarchy_approach,percentage_predicted_hierarchy_approach,avg_lvl_prediction_hierarchy_approach
0,0.0,0.3709965022975105,1.0,3.2549218966632774,0.0,1.0,
1,0.05,0.3711237650933041,0.9996570879912214,3.2549218966632774,0.4117687401412797,1.0,3.4171385742838107
2,0.1,0.3798523542086115,0.9708181880529456,3.2546959270968943,0.4496948083121871,1.0,3.315083117279244
3,0.15,0.4147745315973325,0.8638639325149167,3.2565795769930137,0.4862149372471024,1.0,3.170745468650822
4,0.2,0.4565619223659889,0.7420615869967766,3.26244939271255,0.5216615785682434,0.9996913791920992,3.021567596002104
5,0.25,0.5028208744710859,0.6321239969823743,3.2705793505232497,0.5616761481892605,0.9885467389067966,2.868762351778656
6,0.3,0.5478774645173721,0.5339482888690762,3.2720665807056624,0.6080721880246223,0.9804540154996229,2.684918900264581
7,0.35,0.5936555891238671,0.4540154996227968,3.2737913486005086,0.6542560750319738,0.9652287223098552,2.522154648132059
8,0.4,0.6344314558979809,0.38721624031273577,3.2691233947515355,0.6975851707034503,0.9471572594472258,2.378451318247872
9,0.45,0.6689033340322919,0.3270694739729785,3.24858934169279,0.7358476530536339,0.9219532268020026,2.2533865750101087
10,0.5,0.6883870171541404,0.277861600713257,3.2228397275008964,0.7698516411714966,0.8921884644400246,2.1506240639041443
11,0.55,0.7039040795437929,0.23451752280364854,3.2075197341088493,0.7996727722574724,0.859303202798162,2.064075053645392
12,0.6,0.7286016202888341,0.19470543858445924,3.211989364273628,0.8244497149752423,0.824120430697483,1.987180781265772
13,0.65,0.7407094594594594,0.16240312735752005,3.230615735461801,0.8467558586918503,0.7843083464782936,1.9121701863995455
14,0.7,0.7482215447154471,0.13497016665523626,3.2672325976230896,0.8705821933797097,0.7344832316027707,1.8371856062637424
15,0.75,0.7575384615384615,0.11144640285302793,3.298537774167344,0.8899285642418754,0.6816404910499966,1.7573205200678348
16,0.8,0.7575066514633221,0.09022014950963583,3.3065730055193177,0.904718949089474,0.6082230299705096,1.6884775970586403
17,0.85,0.7488025545502927,0.06443316644948906,3.336886993603412,0.9228553795515326,0.5000685824017557,1.5898350423539902
18,0.9,0.7337545126353789,0.037994650572663054,3.3628536285362856,0.9367514183652028,0.32638364995542146,1.5150291610587707
19,0.95,0.6780185758513931,0.01107605788354708,3.1689497716894977,0.9446519524617996,0.10098758658528223,1.5039539899352985
