,threshold,accuracy_baseline,percentage_predicted_baseline,avg_lvl_prediction_baseline,accuracy_hierarchy_approach,percentage_predicted_hierarchy_approach,avg_lvl_prediction_hierarchy_approach
0,0.0,0.36643577258075577,1.0,3.2478944413250983,0.0,1.0,
1,0.05,0.3665111812319934,0.9997942527947328,3.2478944413250983,0.4227762156230711,1.0,3.4090356071051997
2,0.1,0.3744361432196222,0.9730471161100062,3.247529411764706,0.4633084150606954,1.0,3.3013100436681224
3,0.15,0.4028436018957346,0.8754886496125094,3.2483228001944577,0.4938961662437418,1.0,3.1827397070054846
4,0.2,0.4500552893475857,0.7442562238529593,3.252047502047502,0.5253242742433601,0.9993141759824428,3.036906394931086
5,0.25,0.4972255467304973,0.6303408545367258,3.2575492341356678,0.5670953652026207,0.9891982717234756,2.8646616541353382
6,0.3,0.5426503195513238,0.5258212742610247,3.2598245403196735,0.60976292048395,0.9806597627048901,2.686317238215392
7,0.35,0.5830127953528534,0.4368356079829916,3.2482832906961088,0.6573739093424132,0.9668061175502366,2.5076615949066583
8,0.4,0.6211717709720372,0.3605376860297648,3.2263053131220336,0.6995913052913306,0.9481174130718056,2.3573902703820497
9,0.45,0.6510230031210265,0.2966531787943214,3.2022372159090913,0.7371007371007371,0.921130237980934,2.2294444444444443
10,0.5,0.678257105756745,0.2376723132844112,3.1778345032971718,0.7720225239123727,0.8891022563610178,2.116500974171954
11,0.55,0.6885512750949538,0.18959604965365887,3.169424743892829,0.8018101367658891,0.8524792538234689,2.0205187377715346
12,0.6,0.6992795723913549,0.14755503737740894,3.1924227318045864,0.8270959031264503,0.8127357520060352,1.928225271642096
13,0.65,0.6954572624028691,0.11473835813730195,3.2213149978513105,0.8490038603185872,0.7728207941842123,1.8291000313577923
14,0.7,0.6837136113296617,0.08716823263150676,3.2474108170310703,0.8707450832072617,0.7253274809683835,1.7321641872081661
15,0.75,0.6597374179431073,0.06268431520471847,3.1973466003316746,0.8885250933647107,0.6702901035594266,1.6395094426531551
16,0.8,0.6546431312356101,0.04468143474384473,3.1688159437280183,0.90625,0.5925519511693299,1.5346104725415068
17,0.85,0.6317780580075663,0.02719292229613881,3.1337325349301404,0.9238585945327036,0.4791852410671422,1.4216111541440744
18,0.9,0.6348039215686274,0.013990809958164737,3.0656370656370657,0.9420756234915528,0.2983677388382141,1.3375625228742225
19,0.95,0.6259541984732825,0.0044921473149989715,3.0,0.9456521739130436,0.08833413346135381,1.3226600985221677
