,threshold,accuracy_baseline,percentage_predicted_baseline,avg_lvl_prediction_baseline,accuracy_hierarchy_approach,percentage_predicted_hierarchy_approach,avg_lvl_prediction_hierarchy_approach
0,0.0,0.4060078183938001,1.0,3.273564189189189,0.0,1.0,
1,0.05,0.4062585780949767,0.9993827583841988,3.273564189189189,0.4473972978533709,1.0,3.422932474898444
2,0.1,0.418299024147019,0.9628283382484054,3.2755214985100043,0.4956450174885125,1.0,3.313684793136848
3,0.15,0.4553725995410443,0.8517591386050339,3.279108832110335,0.5314793224058707,1.0,3.1884637718562487
4,0.2,0.5048197920129159,0.7221383992867431,3.286896811212492,0.5731146641048515,0.9994513407859544,3.0286159003831417
5,0.25,0.5570447122423696,0.6089431451889445,3.2972098665588354,0.6156360758404735,0.9965365887113368,2.8643452014979602
6,0.3,0.6035646772886849,0.5079212674027844,3.304921700223713,0.6586776573269144,0.9900898429463001,2.688926280365969
7,0.35,0.6426116838487973,0.4290857965845964,3.292500932719811,0.7007642151020121,0.9781907962416844,2.526813406703352
8,0.4,0.6771428571428572,0.3600576092174748,3.2749648382559773,0.7420229852237847,0.9607708661957342,2.3793169793169797
9,0.45,0.7045979667282809,0.29682463479871063,3.2472536481390386,0.7785165864589839,0.933440779096084,2.2502831257078144
10,0.5,0.7273773557761474,0.2383581373019683,3.2221123417721516,0.8105234981453864,0.8967491941567793,2.1398848839403657
11,0.55,0.745409604519774,0.19422536177216929,3.2437233538607293,0.8399503722084367,0.8567999451340786,2.0405489112307618
12,0.6,0.7433318758198514,0.15684795281530758,3.283235294117647,0.8664724755150287,0.8122899663946231,1.93768574908648
13,0.65,0.7465462274176408,0.12907208010424526,3.3199288256227764,0.887713478865032,0.7650024003840614,1.8459907089476872
14,0.7,0.7505804311774461,0.10338797064673204,3.340698188245692,0.9076655052264808,0.7085933749399904,1.7510130091703988
15,0.75,0.7303058387395737,0.07400041149441053,3.267766497461929,0.9252496128997812,0.6422399012413414,1.639736857291246
16,0.8,0.7285894206549118,0.05445442699403333,3.2281763180639587,0.944245713580856,0.5559975310335368,1.524624428478119
17,0.85,0.6894293732460243,0.036657293738426716,3.0841248303934865,0.9578734649463704,0.4411905904944791,1.4139078221356702
18,0.9,0.6460348162475822,0.017728550853850902,3.0658682634730536,0.9732366183091544,0.2741924422193265,1.3299922898997687
19,0.95,0.5535714285714286,0.005760921747479597,2.795698924731183,0.9790209790209792,0.07355462588299842,1.3852380952380952
