,ckpt_num,baseline_accuracy
0,0,0.009978739455455727
1,200,0.277381523900967
2,400,0.31698786091488923
3,600,0.3331733077292367
4,800,0.3454152664426308
5,1000,0.3450037720320966
6,1200,0.3511418969892325
7,1400,0.3545024346752623
8,1600,0.35378231945682737
9,1800,0.3503874905699197
10,2000,0.35865166998148273
11,2200,0.3573486043481243
12,2400,0.3630066524929703
13,2600,0.3603319388244977
14,2800,0.3624237020780468
15,3000,0.3630066524929703
16,3200,0.36160071325697823
17,3400,0.3625265756806804
18,3600,0.3677045470132364
19,3800,0.3680817502228928
20,4000,0.3692476510527399
21,4200,0.3635210205061381
22,4400,0.36780742061586996
23,4600,0.3648926685412523
24,4800,0.3655442013579315
25,5000,0.3679445854193814
26,5200,0.3705164254852205
27,5400,0.3665043549825115
28,5600,0.3649269597421302
29,5800,0.3676359646114807
30,6000,0.3705850078869762
31,6200,0.3700363486729305
32,6400,0.3709622110966326
33,6600,0.3703449694808312
34,6800,0.3648583773403745
35,7000,0.3709965022975105
36,7200,0.3636581853096496
37,7400,0.3635896029078938
38,7600,0.3692476510527399
39,7800,0.3669158493930457
40,8000,0.3660585693710994
41,8200,0.3667786845895343
42,8400,0.3632466908991153
43,8600,0.36681297579041217
44,8800,0.3658871133667101
45,9000,0.3694191070571292
46,9200,0.3654413277552979
47,9400,0.3683560798299157
48,9600,0.3644125917289624
49,9800,0.3677045470132364
50,10000,0.3620122076675125
51,10200,0.3662643165763665
52,10400,0.3654756189561759
53,10600,0.36266374048419175
54,10800,0.36732734380358
55,11000,0.3650298333447637
56,11200,0.3624237020780468
57,11400,0.3621836636719018
58,11600,0.35985186201220765
59,11800,0.35988615321308554
60,12000,0.3618750428640011
61,12200,0.3603662300253755
62,12400,0.3598175708113298
63,12600,0.3604005212262533
64,12800,0.3572114395446129
65,13000,0.35954324120430703
66,13200,0.3580001371648035
67,13400,0.35553117070159795
68,13600,0.361429257252589
69,13800,0.3558740827103765
70,14000,0.3595775324051848
71,14200,0.35470818188052944
72,14400,0.35933749399903986
73,14600,0.3567999451340786
74,14800,0.3523763802208353
75,15000,0.3535079898498045
76,15200,0.3518277210067897
77,15260,0.35244496262259106
