,ckpt_num,baseline_accuracy
0,0,0.009772992250188602
1,700,0.35577120910774296
2,1400,0.3793978465125849
3,2100,0.3899938275838421
4,2800,0.4008641382621219
5,3500,0.4015156710788012
6,4200,0.41032850970440987
7,4900,0.4095398120842192
8,5600,0.4121459433509361
9,6300,0.4210616555791784
10,7000,0.4160551402510116
11,7700,0.4225704684178039
12,8400,0.4206501611686441
13,9100,0.4225704684178039
14,9800,0.4234277484397504
15,10500,0.4234277484397504
16,11200,0.4283313901652836
17,11900,0.4322062958644812
18,12600,0.4335436526987175
19,13300,0.4260338797064673
20,14000,0.4317262190521912
21,14700,0.4358754543584116
22,15400,0.4325149166723817
23,16100,0.4354639599478774
24,16800,0.4342980591180303
25,17500,0.4326863726767711
26,18200,0.4382758384198615
27,18900,0.4386873328303957
28,19600,0.4387216240312736
29,20300,0.4413277552979905
30,21000,0.4409848432892121
31,21700,0.4417735409094026
32,22400,0.4426308209313489
33,23100,0.4340580207118853
34,23800,0.4369041903847473
35,24500,0.43971606885673137
36,25200,0.4414306289006241
37,25900,0.4405390576777999
38,26600,0.4437967217611961
39,27300,0.4389959536382964
40,28000,0.442390782525204
41,28700,0.4427679857348604
42,29400,0.4467114738358137
43,30100,0.4475001714560044
44,30800,0.441464920101502
45,31500,0.4396817776558535
46,32200,0.4419449969137919
47,32900,0.4496948083121871
48,33600,0.4405047664769221
49,34300,0.4444482545778753
50,35000,0.4498319731156985
51,35700,0.44245936492695975
52,36400,0.4421164529181812
53,37100,0.4429737329401275
54,37800,0.4461285234208902
55,38500,0.4407105136821892
56,39200,0.4409505520883341
57,39900,0.4441396337699746
58,40600,0.4482545778753172
59,41300,0.4494547699060421
60,42000,0.442390782525204
61,42700,0.4345380975241753
62,43400,0.4493861875042864
63,44100,0.4423222001234483
64,44800,0.4454084082024553
65,45500,0.4470543858445923
66,46200,0.4479459570674165
67,46900,0.4445511281805089
68,47600,0.4461971058226459
69,48300,0.4437967217611961
70,49000,0.4442767985734861
71,49700,0.4455112818050888
72,50400,0.4436595569576847
73,51100,0.4454084082024553
74,51800,0.4416363761058912
75,52500,0.4440024689664632
76,53200,0.43282353748028257
77,53900,0.4450997873945546
78,54600,0.4450654961936767
79,55300,0.4405733488786777
80,56000,0.44225361772169264
81,56700,0.4397503600576092
82,57400,0.4484946162814622
83,58100,0.4426994033331047
84,58800,0.4464371442287909
85,59500,0.4463342706261573
86,60200,0.4432480625471504
87,60900,0.4470200946437145
88,61600,0.44688292984020295
89,62300,0.44774020986214935
90,63000,0.44215074411905897
91,63700,0.44300802414100543
92,64400,0.4468486386393252
93,65100,0.44479116658665385
94,65800,0.43971606885673137
95,66500,0.44225361772169264
96,66746,0.4400589808655099
