,ckpt_num,baseline_accuracy
0,0,0.007509772992250189
1,200,0.2742267334202044
2,400,0.2991221452575269
3,600,0.3114326863726768
4,800,0.3310472532748097
5,1000,0.34167752554694464
6,1200,0.3421233111583568
7,1400,0.34688978808037857
8,1600,0.3496330841506069
9,1800,0.3497016665523627
10,2000,0.3523420890199575
11,2200,0.3589945819902613
12,2400,0.34812427131198137
13,2600,0.3499759961593855
14,2800,0.3618407516631232
15,3000,0.3645154653315959
16,3200,0.3603319388244977
17,3400,0.353165077841026
18,3600,0.3559769563130101
19,3800,0.3592689115972841
20,4000,0.3617378780604897
21,4200,0.3625608668815582
22,4400,0.3481585625128592
23,4600,0.3523420890199575
24,4800,0.36067485083327616
25,5000,0.3617721692613675
26,5200,0.3551196762910637
27,5400,0.3540223578629724
28,5600,0.35577120910774296
29,5800,0.36266374048419175
30,6000,0.36022906522186404
31,6200,0.35848021397709345
32,6400,0.34980454015499624
33,6600,0.35933749399903986
34,6800,0.3621836636719018
35,7000,0.3615664220561004
36,7200,0.3498388313558741
37,7400,0.34843289211988204
38,7600,0.36153213085522257
39,7800,0.36643577258075577
40,8000,0.3662300253754887
41,8200,0.3536451546533161
42,8287,0.3601261916192305
43,8487,0.3641382621219395
44,8687,0.3585145051779713
45,8887,0.351519100198889
46,9087,0.35988615321308554
47,9287,0.35985186201220765
48,9487,0.3623208284754132
49,9687,0.3580344283656814
50,9887,0.3558055003086208
51,10087,0.3555997531033537
52,10287,0.3576572251560249
53,10487,0.3585145051779713
54,10687,0.3574857691516357
55,10887,0.35741718674988
56,11087,0.35741718674988
57,11287,0.3593717851999177
58,11487,0.3596118236060627
59,11687,0.3515533913997668
60,11887,0.3563884507235444
61,12087,0.3587888347849942
62,12287,0.3610177628420547
63,12487,0.3614635484534669
64,12687,0.3539194842603388
65,12887,0.35848021397709345
66,13087,0.3604005212262533
67,13287,0.35902887319113913
68,13487,0.35693710993759004
69,13687,0.3552225498936973
70,13887,0.3552911322954529
71,14087,0.3609148892394212
72,14287,0.3619779164666347
73,14487,0.3604348124271312
74,14687,0.35357657225156025
75,14887,0.3566284891296893
76,15087,0.3608805980385433
77,15287,0.35896029078938346
78,15487,0.3583773403744599
79,15687,0.35714285714285715
80,15887,0.3564913243261779
81,16087,0.36115492764556617
82,16287,0.3608120156367876
83,16487,0.3543995610726288
84,16575,0.3573486043481243
