,ckpt_num,baseline_accuracy
0,0,0.009944448254577876
1,200,0.21857211439544613
2,400,0.2455592894863178
3,600,0.2537205952952473
4,800,0.26332213154104656
5,1000,0.2597215554488718
6,1200,0.2735066182017694
7,1400,0.2675742404499006
8,1600,0.2723064261710445
9,1800,0.2734380358000137
10,2000,0.2645223235717715
11,2200,0.26387079075509223
12,2400,0.25327480968383514
13,2600,0.2592414786365819
14,2800,0.25999588505589466
15,3000,0.26908305328852616
16,3200,0.2713462725464646
17,3400,0.2694945476990604
18,3600,0.27463822783073866
19,3800,0.2679171524586791
20,4000,0.282353748028256
21,4200,0.25961868184623826
22,4400,0.2595158082436047
23,4600,0.26136753309100885
24,4800,0.27916466634661546
25,5000,0.2634250051436801
26,5200,0.27758727110623416
27,5400,0.25941293464097115
28,5600,0.267231328441122
29,5800,0.2773129414992113
30,6000,0.2742610246210822
31,6200,0.2667169604279542
32,6400,0.27793018311501266
33,6600,0.2877031753652013
34,6800,0.2704204101227625
35,7000,0.2733351621973801
36,7200,0.2668198340305877
37,7400,0.261093203483986
38,7600,0.2673342020437556
39,7800,0.2643851587682601
40,8000,0.2802619847747068
41,8200,0.26095603868047457
42,8400,0.2617104450997874
43,8600,0.2713119813455867
44,8800,0.27734723270008915
45,9000,0.2857828681160414
46,9200,0.26332213154104656
47,9400,0.2771757766956999
48,9600,0.2807077703861189
49,9800,0.2764213702763871
50,10000,0.2803648583773404
51,10200,0.26870585007886977
52,10400,0.2766271174816542
53,10600,0.2732322885947466
54,10800,0.27264933817982306
55,11000,0.2776901447088677
56,11200,0.2809478087922639
57,11400,0.26510527398669503
58,11600,0.2702146629174953
59,11800,0.2680886084630684
60,12000,0.27196351416226594
61,12200,0.2682257732665798
62,12400,0.2718606405596324
63,12600,0.2760441670667307
64,12800,0.2766614086825321
65,13000,0.26863726767711404
66,13200,0.27539263425005145
67,13400,0.2809820999931418
68,13600,0.27264933817982306
69,13800,0.2722378437692888
70,14000,0.2753583430491736
71,14200,0.26037308826555106
72,14400,0.27714148549482204
73,14600,0.2798504903641725
74,14800,0.26983745970783896
75,15000,0.2715177285508539
76,15200,0.2682943556683355
77,15400,0.2772443590974556
78,15600,0.2823880392291338
79,15800,0.28660585693710994
80,16000,0.2695631301008161
81,16200,0.26963171250257184
82,16400,0.2783073863246691
83,16575,0.28547424730814075
